id,name,rating,position,height,foot,rare,pace,shooting,passing,dribbling,defending,heading,diving,handling,kicking,reflexes,speed,positioning
143590, Leandro Fernández,73,D,179, Left,1,73,48,73,73,48,73,73,48,73,73,48,73
143601, Mauro Rosales,71,M,173, Right,0,78,68,78,78,68,78,78,68,78,78,68,78
143645, Tuncay,75,A,182, Right,0,67,74,67,67,74,67,67,74,67,67,74,67
143666, Milan Jovanović,77,A,183, Left,0,81,74,81,81,74,81,81,74,81,81,74,81
143671, Stipe Pletikosa,74,GK,193, Left,1,0,0,0,0,0,0,0,0,0,0,0,0
143743, Faryd Mondragón,72,GK,191, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
143744, Ovidiu Petre,68,M,189, Right,0,61,59,61,61,59,61,61,59,61,61,59,61
143745, Arda Turan,83,A,176, Right,1,77,67,77,77,67,77,77,67,77,77,67,77
143746, Dániel Tőzsér,72,M,185, Left,1,53,76,53,53,76,53,53,76,53,53,76,53
1440, Marco Zanchi,63,D,177, Left,0,55,36,55,55,36,55,55,36,55,55,36,55
144016, Yassin Mikari,72,D,172, Left,1,82,55,82,82,55,82,82,55,82,82,55,82
144021, Christian Schwegler,66,D,177, Right,0,72,46,72,72,46,72,72,46,72,72,46,72
144024, David Zibung,66,GK,188, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
144050, Albert Bunjaku,72,A,178, Right,0,71,69,71,71,69,71,71,69,71,71,69,71
144055, Marcel Herzog,66,GK,185, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
144114, Christian Schlauri,53,D,181, Left,0,64,45,64,64,45,64,64,45,64,64,45,64
1443, Yacine Abdessadki,73,M,175, Right,0,75,64,75,75,64,75,75,64,75,75,64,75
144429, Oscar Wendt,74,D,181, Left,1,79,66,79,79,66,79,79,66,79,79,66,79
144511, Leandro Greco,74,M,183, Left,1,72,63,72,72,63,72,72,63,72,72,63,72
144521, Paulo Menezes,63,D,175, Right,1,79,47,79,79,47,79,79,47,79,79,47,79
144543, Cristian Ianu,64,A,177, Right,1,78,60,78,78,60,78,78,60,78,78,60,78
144589, Muhamed Demiri,62,M,180, Left,0,60,54,60,60,54,60,60,54,60,60,54,60
144593, Alessandro Iandoli,64,D,181, Left,0,71,57,71,71,57,71,71,57,71,71,57,71
144622, Raffael,76,M,174, Right,0,77,73,77,77,73,77,77,73,77,77,73,77
144653, Jérôme Schneider,54,D,182, Right,0,61,43,61,61,43,61,61,43,61,61,43,61
144655, Gabriel Wüthrich,57,GK,185, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
144727, Sutil,67,M,173, Left,0,65,65,65,65,65,65,65,65,65,65,65,65
144741, David Prieto,64,D,185, Right,0,55,41,55,55,41,55,55,41,55,55,41,55
144750, Cifu,61,D,173, Right,0,69,43,69,69,43,69,69,43,69,69,43,69
144755, Sergio Torres,62,M,188, Right,1,67,48,67,67,48,67,67,48,67,67,48,67
144799, Mairata,64,D,189, Right,1,43,42,43,43,42,43,43,42,43,43,42,43
14487, Steve Simonsen,67,GK,188, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
144947, Pepe Díaz,62,A,173, Right,0,73,56,73,73,56,73,73,56,73,73,56,73
144956, Francis,71,D,180, Right,0,74,51,74,74,51,74,74,51,74,74,51,74
144968, Mikael Dorsin,69,D,182, Left,0,71,55,71,71,55,71,71,55,71,71,55,71
145006, David Valle,62,GK,190, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
145042, Edu Navarro,64,GK,180, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
145047, Bruno,74,D,181, Right,1,69,43,69,69,43,69,69,43,69,69,43,69
145060, Isaac Jové,63,A,174, Right,1,79,55,79,79,55,79,79,55,79,79,55,79
14510, Albert Meyong Zé,73,A,184, Right,1,73,72,73,73,72,73,73,72,73,73,72,73
145117, Dorca,65,M,182, Left,0,57,52,57,57,52,57,57,52,57,57,52,57
145149, Gerard Bordas,69,A,177, Left,0,73,63,73,73,63,73,73,63,73,73,63,73
145159, Manolo Martínez,64,D,182, Right,1,29,46,29,29,46,29,29,46,29,29,46,29
145257, Jaime,67,GK,188, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
145269, Pedro Ríos,74,A,175, Right,1,78,72,78,78,72,78,78,72,78,78,72,78
145374, José Vega,59,M,176, Left,1,75,45,75,75,45,75,75,45,75,75,45,75
145423, Cabrero,61,GK,184, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
145586, Chema,68,GK,187, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
145591, Miguel Llera,63,D,193, Left,1,53,55,53,53,55,53,53,55,53,53,55,53
145595, Mantecón,67,M,175, Right,0,62,61,62,62,61,62,62,61,62,62,61,62
145620, Dealbert,74,D,185, Right,1,58,45,58,58,45,58,58,45,58,58,45,58
145623, Rodri,61,M,181, Right,0,43,52,43,43,52,43,43,52,43,43,52,43
145627, Mora,65,D,186, Right,0,55,43,55,55,43,55,55,43,55,55,43,55
145657, Matamala,65,M,182, Right,0,51,56,51,51,56,51,51,56,51,51,56,51
145788, Capdevila,66,M,180, Left,0,65,65,65,65,65,65,65,65,65,65,65,65
145903, Carlos Caballero,62,M,178, Right,1,62,58,62,62,58,62,62,58,62,62,58,62
146003, Barber,64,M,182, Right,0,60,55,60,60,55,60,60,55,60,60,55,60
146011, Ikechukwu Uche,73,A,175, Right,1,75,69,75,75,69,75,75,69,75,75,69,75
146037, Stéphane Pignol,62,D,184, Right,0,59,46,59,59,46,59,59,46,59,59,46,59
146058, Momo,69,A,184, Left,0,67,67,67,67,67,67,67,67,67,67,67,67
146059, David García,65,D,182, Right,0,56,46,56,56,46,56,56,46,56,56,46,56
14607, Paul Thirlwell,63,M,180, Left,0,53,42,53,53,42,53,53,42,53,53,42,53
146104, Lopez Garai,68,M,182, Right,0,50,51,50,50,51,50,50,51,50,50,51,50
146111, Mikel Rico,70,M,178, Right,0,68,58,68,68,58,68,68,58,68,68,58,68
146121, David Barral,73,A,183, Right,1,76,72,76,76,72,76,76,72,76,76,72,76
146288, Vitolo,72,M,168, Right,0,73,68,73,73,68,73,73,68,73,73,68,73
146296, Andrés Fernández,67,GK,183, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
146305, Ricardo,69,M,186, Right,0,43,62,43,43,62,43,43,62,43,43,62,43
146373, Atiba Harris,64,A,191, Right,1,78,63,78,78,63,78,78,63,78,78,63,78
146377, Cejudo,72,M,185, Right,1,77,66,77,77,66,77,77,66,77,77,66,77
146435, Marqués,75,M,177, Right,0,83,68,83,83,68,83,83,68,83,83,68,83
146439, Negredo,82,A,186, Left,1,67,82,67,67,82,67,67,82,67,67,82,67
146453, Raúl Cámara,65,D,172, Right,0,79,52,79,79,52,79,79,52,79,79,52,79
146458, Roberto,71,GK,181, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
146459, Saúl,69,M,176, Right,0,69,67,69,69,67,69,69,67,69,69,67,69
146460, Javi Fuego,71,M,181, Right,0,66,65,66,66,65,66,66,65,66,66,65,66
146462, Jorge,64,D,185, Left,0,29,44,29,29,44,29,29,44,29,29,44,29
146464, Migue,65,D,185, Right,0,58,44,58,58,44,58,58,44,58,58,44,58
146475, Gorka Larrea,65,M,182, Right,0,59,52,59,59,52,59,59,52,59,59,52,59
146482, Xabi Prieto,78,M,185, Right,0,67,71,67,67,71,67,67,71,67,67,71,67
146487, Susaeta,66,M,177, Right,1,59,70,59,59,70,59,59,70,59,59,70,59
146489, Zubiaurre,62,D,177, Right,0,67,45,67,67,45,67,67,45,67,67,45,67
146501, Óscar Sánchez,61,D,180, Left,0,68,50,68,68,50,68,68,50,68,68,50,68
146510, Corona,71,M,175, Right,1,63,68,63,63,68,63,63,68,63,63,68,63
146513, Lafita,76,A,188, Right,0,73,69,73,73,69,73,73,69,73,73,69,73
146514, Longás,68,M,174, Right,0,65,52,65,65,52,65,65,52,65,65,52,65
146521, Ripa,64,D,177, Left,1,75,41,75,75,41,75,75,41,75,75,41,75
146527, Esteban,67,GK,179, Left,0,0,0,0,0,0,0,0,0,0,0,0,0
146530, Dani Alves,86,D,171, Right,1,93,75,93,93,75,93,93,75,93,93,75,93
146536, Jesús Navas,84,M,170, Right,1,92,75,92,92,75,92,92,75,92,92,75,92
146545, Córcoles,63,D,185, Right,0,69,50,69,69,50,69,69,50,69,69,50,69
146558, César Arzo,74,D,186, Right,1,69,53,69,69,53,69,69,53,69,69,53,69
146562, Santi Cazorla,84,M,168, Right,1,81,75,81,81,75,81,81,75,81,81,75,81
146577, Iván Alonso,71,A,180, Right,1,64,69,64,64,69,64,64,69,64,64,69,64
146590, Rubén Pérez,65,GK,185, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
146621, Mario Bermejo,71,A,176, Right,1,64,69,64,64,69,64,64,69,64,64,69,64
146637, Dani Giménez,68,GK,182, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
146660, Gustavo Munúa,73,GK,188, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
146672, Hérita Ilunga,70,D,180, Left,0,76,50,76,76,50,76,76,50,76,76,50,76
146674, Héctor Simón,62,M,179, Right,0,63,55,63,63,55,63,63,55,63,63,55,63
146687, Íñigo Vélez,63,A,194, Right,1,45,67,45,45,67,45,45,67,45,45,67,45
146689, Tuni,66,M,181, Left,0,69,62,69,69,62,69,69,62,69,69,62,69
146691, David Cortés,71,D,181, Right,0,79,35,79,79,35,79,79,35,79,79,35,79
146692, Nenê,84,M,181, Left,1,80,81,80,80,81,80,80,81,80,80,81,80
146695, Leo Franco,72,GK,188, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
146701, Ramis,77,D,182, Right,0,58,61,58,58,61,58,58,61,58,58,61,58
146702, Rafita,66,M,177, Right,0,80,56,80,80,56,80,80,56,80,80,56,80
146704, Guillermo Vallori,61,D,191, Right,0,50,49,50,50,49,50,50,49,50,50,49,50
146710, Javi Guerrero,69,A,176, Left,0,62,69,62,62,69,62,62,69,62,62,69,62
146715, Sergio Ortega,62,D,182, Right,0,50,42,50,50,42,50,50,42,50,50,42,50
146741, Arbeloa,80,D,183, Right,1,73,62,73,73,62,73,73,62,73,73,62,73
146743, Raúl Bravo,72,D,176, Left,0,76,51,76,76,51,76,76,51,76,76,51,76
146744, Codina,73,GK,184, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
146745, Corrales,66,D,175, Left,0,76,53,76,76,53,76,76,53,76,76,53,76
146748, Diego López,84,GK,196, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
146750, Toni Moral,70,M,177, Left,0,76,64,76,76,64,76,76,64,76,76,64,76
146753, Paredes,68,D,175, Left,0,68,42,68,68,42,68,68,42,68,68,42,68
146758, Soldado,82,A,179, Right,1,75,81,75,75,81,75,75,81,75,75,81,75
146759, Riki,72,A,187, Left,1,71,73,71,71,73,71,71,73,71,71,73,71
146760, Juanfran,79,M,181, Right,1,85,69,85,85,69,85,85,69,85,85,69,85
146762, Bustos,67,M,175, Right,0,68,51,68,68,51,68,68,51,68,68,51,68
146777, Míchel,63,M,174, Left,1,52,61,52,52,61,52,52,61,52,52,61,52
146786, Díaz de Cerio,66,A,178, Right,0,63,67,63,63,67,63,63,67,63,63,67,63
146797, Andrey Dikan,78,GK,192, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
146932, Álvaro Rubio,68,M,178, Right,0,58,62,58,58,62,58,58,62,58,58,62,58
146936, Ustaritz,71,D,183, Right,0,47,44,47,47,44,47,47,44,47,47,44,47
146941, Goiria,63,A,182, Right,1,54,61,54,54,61,54,54,61,54,54,61,54
146944, Lafuente,67,A,167, Right,1,90,59,90,90,59,90,90,59,90,90,59,90
146952, Iván Cuéllar,73,GK,187, Left,1,0,0,0,0,0,0,0,0,0,0,0,0
146953, Manu Del Moral,78,A,185, Right,0,83,78,83,83,78,83,83,78,83,83,78,83
146954, Gabi,78,M,179, Right,0,70,76,70,70,76,70,70,76,70,70,76,70
146955, Ariel Ibagaza,75,M,166, Right,0,71,71,71,71,71,71,71,71,71,71,71,71
146963, Javier Pinola,74,D,180, Left,0,74,53,74,74,53,74,74,53,74,74,53,74
146970, Carlos Cuéllar,75,D,190, Right,0,53,35,53,53,35,53,53,35,53,53,35,53
146973, Unai Expósito,63,D,176, Right,0,68,59,68,68,59,68,68,59,68,68,59,68
146974, Miguel Flaño,74,D,177, Right,1,64,43,64,64,43,64,64,43,64,64,43,64
146986, Cristian,66,A,171, Right,0,70,59,70,70,59,70,70,59,70,70,59,70
146992, Peña,68,D,181, Left,0,73,37,73,73,37,73,73,37,73,73,37,73
146996, Rubén,69,GK,187, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
147000, Rodri,72,D,185, Right,1,70,45,70,70,45,70,70,45,70,70,45,70
147004, Verdú,78,M,176, Right,0,66,71,66,66,71,66,66,71,66,66,71,66
147006, Diego Castro,79,A,174, Right,1,87,73,87,87,73,87,87,73,87,87,73,87
147007, Gavilán,76,M,179, Left,0,75,70,75,75,70,75,75,70,75,75,70,75
147042, Pavel Pogrebnyak,76,A,188, Left,0,72,74,72,72,74,72,72,74,72,72,74,72
147088, Alexey Ivanov,66,M,178, Right,0,69,56,69,69,56,69,69,56,69,69,56,69
147131, Vitaliy Kaleshin,71,M,173, Left,1,80,53,80,80,53,80,80,53,80,80,53,80
147422, Denis Kovba,60,M,188, Right,0,56,44,56,56,44,56,56,44,56,56,44,56
147427, Petr Nemov,63,M,180, Right,1,77,58,77,77,58,77,77,58,77,77,58,77
147437, Andrey Tikhonov,70,M,178, Right,1,51,72,51,51,72,51,51,72,51,51,72,51
147445, Diniyar Bilyaletdinov,74,M,185, Left,1,71,82,71,71,82,71,71,82,71,71,82,71
147449, Júlio César,69,A,177, Left,0,70,70,70,70,70,70,70,70,70,70,70,70
147455, Marat Izmailov,80,M,172, Right,0,80,75,80,80,75,80,80,75,80,80,75,80
147461, Dmitriy Loskov,77,M,178, Right,0,60,72,60,60,72,60,60,72,60,60,72,60
147498, Roman Sharonov,72,D,184, Left,0,57,44,57,57,44,57,57,44,57,57,44,57
147518, Sergey Pareiko,70,GK,193, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
14752, Stephen Pearson,66,M,185, Left,0,77,56,77,77,56,77,77,56,77,77,56,77
147528, Roman Adamov,71,A,187, Right,1,73,69,73,73,69,73,73,69,73,73,69,73
147579, Vladimir Gabulov,77,GK,190, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
147614, Roman Pavlyuchenko,78,A,188, Right,0,70,78,70,70,78,70,70,78,70,70,78,70
147620, Szabolcs Sáfár,66,GK,189, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
147621, Alexandr Samedov,79,M,177, Right,1,81,68,81,81,68,81,81,68,81,81,68,81
147623, Alexandr Sheshukov,70,M,180, Right,0,69,52,69,69,52,69,69,52,69,69,52,69
147627, Dmitriy Torbinskiy,73,M,175, Left,1,84,65,84,84,65,84,84,65,84,84,65,84
147637, Petr Bystrov,69,M,180, Left,0,68,64,68,68,64,68,68,64,68,68,64,68
147652, Alexey Medvedev,71,A,178, Right,1,74,70,74,74,70,74,74,70,74,74,70,74
147654, Samir Muratović,67,A,185, Right,0,60,66,60,60,66,60,60,66,60,60,66,60
147660, Sergey Ryzhikov,79,GK,194, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
147694, Dmitriy Borodin,68,GK,188, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
147700, Igor Lebedenko,71,A,182, Right,0,73,68,73,73,68,73,73,68,73,73,68,73
147708, Igor Semshov,78,M,170, Right,0,75,78,75,75,78,75,75,78,75,75,78,75
147712, Konstantin Zyryanov,79,M,176, Right,0,75,73,75,75,73,75,75,73,75,75,73,75
147715, Héctor Bracamonte,72,A,190, Right,1,71,68,71,71,68,71,71,68,71,71,68,71
147742, Ruslan Adzhindzhal,70,M,168, Right,0,54,68,54,54,68,54,54,68,54,54,68,54
147754, Denis Kolodin,74,D,186, Right,1,69,73,69,69,73,69,69,73,69,69,73,69
147777, Andrei Arshavin,83,A,172, Right,1,82,79,82,82,79,82,82,79,82,82,79,82
147779, Vladimir Bystrov,78,M,177, Right,1,94,68,94,94,68,94,94,68,94,94,68,94
147782, Igor Denisov,80,M,176, Right,0,80,70,80,80,70,80,80,70,80,80,70,80
147786, Alexey Igonin,66,M,181, Right,0,51,55,51,51,55,51,51,55,51,51,55,51
147794, Vyacheslav Malafeev,79,GK,185, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
147817, Shamil Lakhiyalov,69,M,175, Right,0,69,71,69,69,71,69,69,71,69,69,71,69
1479, Sebastian Schindzielorz,65,M,180, Right,0,64,50,64,64,50,64,64,50,64,64,50,64
147921, Ciprian Marica,73,A,185, Right,1,80,67,80,80,67,80,80,67,80,80,67,80
147964, Jon McKain,63,D,186, Right,0,63,40,63,63,40,63,63,40,63,63,40,63
148102, Vasili Khamutowski,65,GK,193, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
148110, George Ogararu,66,D,178, Right,0,67,51,67,67,51,67,67,51,67,67,51,67
148119, Igor Akinfeev,84,GK,185, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
148122, Vasiliy Berezutskiy,76,D,189, Right,0,57,43,57,57,43,57,57,43,57,57,43,57
148123, Alexey Berezutskiy,74,D,190, Left,1,71,51,71,71,51,71,71,51,71,71,51,71
148137, Ruslan Nakhushev,65,D,185, Left,0,71,64,71,71,64,71,71,64,71,71,64,71
148138, Ivica Olić,80,A,182, Left,0,78,76,78,78,76,78,78,76,78,78,76,78
148140, Elvir Rahimić,66,M,191, Right,0,45,57,45,45,57,45,45,57,45,45,57,45
148143, Sergey Semak,76,M,178, Right,0,69,73,69,69,73,69,69,73,69,69,73,69
148144, Deividas Semberas,69,M,187, Right,0,67,61,67,67,61,67,67,61,67,67,61,67
148167, Oleg Kuzmin,71,D,175, Right,0,80,61,80,80,61,80,80,61,80,80,61,80
148196, Dmitry Bulykin,73,A,193, Right,1,70,67,70,70,67,70,70,67,70,70,67,70
148217, Alexandr Anyukov,81,D,178, Right,1,85,69,85,85,69,85,85,69,85,85,69,85
148218, Anton Bober,65,M,182, Right,0,60,62,60,60,62,60,60,62,60,60,62,60
148224, Raúl Meireles,82,M,179, Right,1,69,80,69,69,80,69,69,80,69,69,80,69
148253, Renat Yanbaev,74,D,178, Right,1,82,59,82,82,59,82,82,59,82,82,59,82
148258, Ivan Cherenchikov,66,D,187, Right,0,64,54,64,64,54,64,64,54,64,64,54,64
148302, Liedson,83,A,174, Right,1,83,78,83,83,78,83,83,78,83,83,78,83
148365, Andrei Cristea,66,A,179, Right,0,72,68,72,72,68,72,72,68,72,72,68,72
148402, Dimitar Makriev,67,A,191, Right,0,63,64,63,63,64,63,63,64,63,63,64,63
148410, Adrian Sikora,64,A,170, Right,1,86,62,86,86,62,86,86,62,86,86,62,86
148423, Sebastian Mila,67,M,178, Left,1,46,65,46,46,65,46,46,65,46,46,65,46
148426, Andrzej Niedzielan,64,A,180, Left,1,78,63,78,78,63,78,78,63,78,78,63,78
148430, Sebastian Przyrowski,61,GK,193, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
148434, Radosław Sobolewski,69,M,182, Right,0,31,57,31,31,57,31,31,57,31,31,57,31
148442, Grzegorz Fonfara,62,D,176, Right,0,73,46,73,73,46,73,73,46,73,73,46,73
148464, Rafał Grzelak,58,M,176, Left,0,72,46,72,72,46,72,72,46,72,72,46,72
148470, Łukasz Madej,64,M,176, Right,1,77,56,77,77,56,77,77,56,77,77,56,77
148478, Bartosz Ślusarski,63,A,186, Right,0,69,61,69,69,61,69,69,61,69,69,61,69
148480, Błażej Telichowski,53,D,187, Left,0,69,48,69,69,48,69,69,48,69,69,48,69
148510, Wojciech Grzyb,64,M,175, Right,0,70,54,70,70,54,70,70,54,70,70,54,70
148514, Dariusz Kłus,62,M,187, Left,0,65,45,65,65,45,65,65,45,65,65,45,65
148526, Paweł Kieszek,69,GK,187, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
148544, Patryk Rachwał,58,M,176, Right,0,64,55,64,64,55,64,64,55,64,64,55,64
148557, Ireneusz Jeleń,79,A,184, Right,0,74,78,74,74,78,74,74,78,74,74,78,74
148564, Sławomir Peszko,74,M,173, Right,1,87,66,87,87,66,87,87,66,87,87,66,87
148569, Marcin Wasilewski,69,D,186, Right,0,57,54,57,57,54,57,57,54,57,57,54,57
148572, Adrian Mrowiec,64,M,190, Right,0,62,54,62,62,54,62,62,54,62,62,54,62
148622, Danny Koevermans,72,A,191, Right,1,47,72,47,47,72,47,47,72,47,47,72,47
148624, Evgeniy Levchenko,67,M,187, Left,0,66,64,66,66,64,66,66,64,66,66,64,66
148625, David Mendes da Silva,71,M,186, Right,0,70,60,70,70,60,70,70,60,70,70,60,70
148634, Brian Vandenbussche,67,GK,196, Left,0,0,0,0,0,0,0,0,0,0,0,0,0
148635, Davy De Fauw,68,D,186, Right,0,68,58,68,68,58,68,68,58,68,68,58,68
148673, Tom Høgli,72,D,175, Right,0,71,50,71,71,50,71,71,50,71,71,50,71
148684, Ali Al-Habsi,76,GK,194, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
148696, Espen Ruud,70,D,184, Right,0,78,57,78,78,57,78,78,57,78,78,57,78
148706, Seyi Olofinjana,68,M,193, Right,0,62,53,62,62,53,62,62,53,62,62,53,62
148711, Luisão,82,D,192, Right,1,37,59,37,37,59,37,37,59,37,37,59,37
148715, João Pereira,78,D,172, Right,0,85,68,85,85,68,85,85,68,85,85,68,85
148720, Henning Hauger,75,M,179, Right,0,67,60,67,67,60,67,67,60,67,67,60,67
148743, Raio Piiroja,67,D,190, Right,0,58,40,58,58,40,58,58,40,58,58,40,58
148745, Kjetil Wæhler,70,D,183, Right,0,59,39,59,59,39,59,59,39,59,59,39,59
148751, Jarosław Bieniuk,63,D,192, Right,0,49,36,49,49,36,49,49,36,49,49,36,49
148756, Dariusz Dudka,72,M,182, Right,1,67,60,67,67,60,67,67,60,67,67,60,67
148765, Szymon Sawala,60,M,184, Right,0,62,53,62,62,53,62,62,53,62,62,53,62
148771, Marek Zieńczuk,63,M,183, Left,1,60,60,60,60,60,60,60,60,60,60,60,60
148803, Klaas Jan Huntelaar,82,A,186, Right,1,70,82,70,70,82,70,70,82,70,70,82,70
148808, Marcel Meeuwis,70,M,172, Left,0,64,62,64,64,62,64,64,62,64,64,62,64
148810, Darl Douglas,68,A,172, Right,0,73,62,73,73,62,73,73,62,73,73,62,73
148811, Tim Gilissen,67,M,175, Left,0,66,47,66,66,47,66,66,47,66,66,47,66
148817, Mark Looms,66,D,192, Left,0,58,25,58,58,25,58,58,25,58,58,25,58
148820, Yuri Rose,63,M,187, Right,0,37,61,37,37,61,37,37,61,37,37,61,37
148828, Brian van Loo,69,GK,198, Left,0,0,0,0,0,0,0,0,0,0,0,0,0
148839, Paul Verhaegh,72,D,178, Right,0,77,47,77,77,47,77,77,47,77,77,47,77
148854, Ruben Schaken,65,A,172, Right,0,77,56,77,77,56,77,77,56,77,77,56,77
148881, Paul Beekmans,61,M,190, Left,0,62,44,62,62,44,62,62,44,62,62,44,62
148890, Berry Powel,64,A,185, Right,1,62,63,62,62,63,62,62,63,62,62,63,62
148898, Koen van de Laak,67,M,182, Right,0,68,63,68,68,63,68,68,63,68,68,63,68
148994, Erik Heijblok,65,GK,196, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
149027, Sergio van Dijk,70,A,185, Left,1,62,72,62,62,72,62,62,72,62,62,72,62
149064, Cristian Molinaro,73,D,182, Left,1,83,58,83,83,58,83,83,58,83,83,58,83
149066, Samuele Olivi,64,D,183, Right,0,48,31,48,48,31,48,48,31,48,48,31,48
149067, Armando Perna,64,D,184, Right,1,62,36,62,62,36,62,62,36,62,62,36,62
14907, Albano Bizzarri,73,GK,188, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
149073, Gianluca Comotto,71,D,181, Right,0,61,59,61,61,59,61,61,59,61,61,59,61
149077, Reginaldo,71,A,175, Right,1,84,65,84,84,65,84,84,65,84,84,65,84
149086, Jeda,72,A,176, Right,1,79,64,79,79,64,79,79,64,79,79,64,79
149129, Nicolás Córdova,66,M,175, Right,0,57,54,57,57,54,57,57,54,57,57,54,57
149136, Gennaro Delvecchio,67,M,191, Right,0,55,65,55,55,65,55,55,65,55,55,65,55
149147, Guglielmo Stendardo,74,D,190, Right,1,48,42,48,48,42,48,48,42,48,48,42,48
149153, Paul Codrea,67,M,174, Right,0,67,64,67,67,64,67,67,64,67,67,64,67
14916, Juan Pablo Ángel,71,A,184, Right,1,58,71,58,58,71,58,58,71,58,58,71,58
149165, Marco Biagianti,74,M,180, Right,1,68,64,68,68,64,68,68,64,68,68,64,68
149182, Luis Helguera,67,M,181, Right,0,41,58,41,41,58,41,41,58,41,41,58,41
149184, Christian Maggio,80,M,184, Right,1,84,72,84,84,72,84,84,72,84,84,72,84
149185, Francesco Magnanelli,64,M,177, Right,0,73,57,73,73,57,73,73,57,73,73,57,73
149194, Massimiliano Scaglia,60,D,183, Left,0,60,44,60,60,44,60,60,44,60,60,44,60
149196, Andrea Soncin,63,A,174, Right,1,76,59,76,76,59,76,76,59,76,76,59,76
149215, Angelo Iorio,65,D,180, Right,0,59,42,59,59,42,59,59,42,59,59,42,59
149217, Giuseppe Mascara,77,A,175, Right,0,73,78,73,73,78,73,73,78,73,73,78,73
149218, Marco Rossi,75,M,179, Right,0,70,67,70,70,67,70,70,67,70,70,67,70
149224, Emanuele Calaió,72,A,179, Left,1,68,70,68,68,70,68,68,70,68,68,70,68
149231, Taddei,76,M,177, Right,0,74,72,74,74,72,74,74,72,74,74,72,74
149237, Massimo Loviso,63,M,177, Right,0,73,57,73,73,57,73,73,57,73,73,57,73
149241, Abderrazzak Jadid,66,M,175, Right,0,65,66,65,65,66,65,65,66,65,65,66,65
149242, Matuzalém,77,M,175, Left,0,67,69,67,67,69,67,67,69,67,67,69,67
149247, Antonio Buscè,67,M,182, Right,0,54,61,54,54,61,54,54,61,54,54,61,54
149258, Alex Cordaz,64,GK,188, Left,1,0,0,0,0,0,0,0,0,0,0,0,0
149260, Isah Abdulahi Eliakwu,62,A,172, Right,1,75,59,75,75,59,75,75,59,75,75,59,75
149263, Luciano,66,M,181, Right,0,52,62,52,52,62,52,52,62,52,52,62,52
149269, Alessandro Potenza,71,D,185, Right,0,68,50,68,68,50,68,68,50,68,68,50,68
149270, Carl Valeri,66,M,176, Right,0,65,52,65,65,52,65,65,52,65,65,52,65
149277, Francesco Scardina,63,D,180, Left,0,65,29,65,65,29,65,65,29,65,65,29,65
149306, Valeri Bojinov,76,A,180, Left,0,73,75,73,73,75,73,73,75,73,73,75,73
149309, Antonio Rosati,69,GK,195, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
149310, John Pantsil,74,D,178, Right,1,77,58,77,77,58,77,77,58,77,77,58,77
149407, Gil Vermouth,70,M,180, Right,0,69,62,69,69,62,69,69,62,69,69,62,69
149449, Daniele Corvia,73,A,183, Right,0,77,66,77,77,66,77,77,66,77,77,66,77
149568, Amauri,77,A,186, Right,1,57,72,57,57,72,57,57,72,57,57,72,57
149570, Marcos de Paula,67,A,185, Right,0,63,66,63,63,66,63,63,66,63,63,66,63
149571, Sergio Pellissier,79,A,175, Right,1,81,81,81,81,81,81,81,81,81,81,81,81
149572, Paolo Sammarco,67,M,181, Right,0,66,60,66,66,60,66,66,60,66,66,60,66
149598, Simone Dallamano,66,D,180, Left,0,77,51,77,77,51,77,77,51,77,77,51,77
149599, Alfonso De Lucia,68,GK,186, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
149611, Sasa Bjelanovic,67,A,188, Right,0,37,64,37,37,64,37,37,64,37,37,64,37
